variable,source,itemid,label,value_source,train_measurement_count,train_sample_count,train_sample_coverage
chartevents::226112::Midline placed in outside facility::valuenum,chartevents,226112,Midline placed in outside facility,valuenum,232,68,0.008478802992518703
chartevents::223958::Temporary Venticular Sens Threshold mV::valuenum,chartevents,223958,Temporary Venticular Sens Threshold mV,valuenum,166,67,0.008354114713216957
labevents::50950::Immunoglobulin G::valuenum,labevents,50950,Immunoglobulin G,valuenum,67,65,0.008104738154613466
labevents::51099::Protein/Creatinine Ratio::valuenum,labevents,51099,Protein/Creatinine Ratio,valuenum,66,65,0.008104738154613466
chartevents::228006::Post Filter Replacement Rate::valuenum,chartevents,228006,Post Filter Replacement Rate,valuenum,1019,64,0.00798004987531172
chartevents::224918::Impaired Skin Length #4::valuenum,chartevents,224918,Impaired Skin Length #4,valuenum,160,64,0.00798004987531172
chartevents::226117::Sheath placed in outside facility::valuenum,chartevents,226117,Sheath placed in outside facility,valuenum,139,64,0.00798004987531172
labevents::50994::Thyroxine (T4)::valuenum,labevents,50994,Thyroxine (T4),valuenum,64,64,0.00798004987531172
"labevents::52369::Total Nucleated Cells, Other::valuenum",labevents,52369,"Total Nucleated Cells, Other",valuenum,64,64,0.00798004987531172
chartevents::226129::ICP Line placed in outside facility::valuenum,chartevents,226129,ICP Line placed in outside facility,valuenum,281,63,0.007855361596009976
chartevents::227363::ICP Line Dressing Occlusive::valuenum,chartevents,227363,ICP Line Dressing Occlusive,valuenum,281,63,0.007855361596009976
chartevents::224953::Impaired Skin Width #4::valuenum,chartevents,224953,Impaired Skin Width #4,valuenum,146,61,0.007605985037406484
chartevents::225724::Cordis/Introducer Line Tip Cultured::valuenum,chartevents,225724,Cordis/Introducer Line Tip Cultured,valuenum,117,61,0.007605985037406484
chartevents::224145::Heparin Dose (per hour)::valuenum,chartevents,224145,Heparin Dose (per hour),valuenum,784,57,0.007107231920199501
chartevents::224691::Flow Rate (L/min)::valuenum,chartevents,224691,Flow Rate (L/min),valuenum,187,57,0.007107231920199501
chartevents::229371::Bladder Scan Estimate::valuenum,chartevents,229371,Bladder Scan Estimate,valuenum,87,57,0.007107231920199501
chartevents::225730::PA Catheter Line Tip Cultured::valuenum,chartevents,225730,PA Catheter Line Tip Cultured,valuenum,105,56,0.006982543640897756
chartevents::224167::Manual Blood Pressure Systolic Left::valuenum,chartevents,224167,Manual Blood Pressure Systolic Left,valuenum,61,56,0.006982543640897756
chartevents::224643::Manual Blood Pressure Diastolic Left::valuenum,chartevents,224643,Manual Blood Pressure Diastolic Left,valuenum,60,56,0.006982543640897756
chartevents::227243::Manual Blood Pressure Systolic Right::valuenum,chartevents,227243,Manual Blood Pressure Systolic Right,valuenum,59,55,0.00685785536159601
chartevents::227242::Manual Blood Pressure Diastolic Right::valuenum,chartevents,227242,Manual Blood Pressure Diastolic Right,valuenum,57,55,0.00685785536159601
"labevents::51026::Amylase, Body Fluid::valuenum",labevents,51026,"Amylase, Body Fluid",valuenum,55,55,0.00685785536159601
chartevents::227066::Cerebral Perfusion Pressure::valuenum,chartevents,227066,Cerebral Perfusion Pressure,valuenum,976,54,0.006733167082294264
labevents::51116::Lymphocytes::valuenum,labevents,51116,Lymphocytes,valuenum,54,54,0.006733167082294264
labevents::51120::Monocytes::valuenum,labevents,51120,Monocytes,valuenum,54,54,0.006733167082294264
labevents::51125::Polys::valuenum,labevents,51125,Polys,valuenum,54,54,0.006733167082294264
"labevents::52065::Total Nucleated Cells, Ascites::valuenum",labevents,52065,"Total Nucleated Cells, Ascites",valuenum,54,54,0.006733167082294264
chartevents::224367::Epidural Total Dose (mL)::valuenum,chartevents,224367,Epidural Total Dose (mL),valuenum,167,53,0.006608478802992519
chartevents::227802::GI Guaiac QC::valuenum,chartevents,227802,GI Guaiac QC,valuenum,60,53,0.006608478802992519
"labevents::51047::Amylase, Pleural::valuenum",labevents,51047,"Amylase, Pleural",valuenum,55,53,0.006608478802992519
labevents::51001::Triiodothyronine (T3)::valuenum,labevents,51001,Triiodothyronine (T3),valuenum,53,53,0.006608478802992519
"labevents::51034::Glucose, Body Fluid::valuenum",labevents,51034,"Glucose, Body Fluid",valuenum,53,53,0.006608478802992519
"labevents::51043::Total Protein, Body Fluid::valuenum",labevents,51043,"Total Protein, Body Fluid",valuenum,53,53,0.006608478802992519
"labevents::51127::RBC, Ascites::valuenum",labevents,51127,"RBC, Ascites",valuenum,53,53,0.006608478802992519
chartevents::224845::Permanent Pacemaker Rate::valuenum,chartevents,224845,Permanent Pacemaker Rate,valuenum,114,52,0.006483790523690773
labevents::50951::Immunoglobulin M::valuenum,labevents,50951,Immunoglobulin M,valuenum,53,52,0.006483790523690773
chartevents::226134::ICP Line Zero/Calibrate::valuenum,chartevents,226134,ICP Line Zero/Calibrate,valuenum,99,51,0.006359102244389027
labevents::51444::Eosinophils::valuenum,labevents,51444,Eosinophils,valuenum,51,51,0.006359102244389027
"labevents::51035::LD, Body Fluid::valuenum",labevents,51035,"LD, Body Fluid",valuenum,51,51,0.006359102244389027
chartevents::228368::Cardiac Index (CI NICOM)::valuenum,chartevents,228368,Cardiac Index (CI NICOM),valuenum,135,50,0.006234413965087282
chartevents::228622::Pressure Ulcer #3- Width::valuenum,chartevents,228622,Pressure Ulcer #3- Width,valuenum,93,50,0.006234413965087282
chartevents::228725::Pressure ulcer #3- Length::valuenum,chartevents,228725,Pressure ulcer #3- Length,valuenum,93,50,0.006234413965087282
"labevents::51025::Albumin, Body Fluid::valuenum",labevents,51025,"Albumin, Body Fluid",valuenum,50,50,0.006234413965087282
chartevents::228375::Stroke Volume Index (SVI NICOM)::valuenum,chartevents,228375,Stroke Volume Index (SVI NICOM),valuenum,129,49,0.006109725685785536
chartevents::223763::Bladder Pressure::valuenum,chartevents,223763,Bladder Pressure,valuenum,83,49,0.006109725685785536
chartevents::223962::Temporary Pacemaker Wires Venticular::valuenum,chartevents,223962,Temporary Pacemaker Wires Venticular,valuenum,137,47,0.005860349127182045
chartevents::224192::Pulsus Paradoxus::valuenum,chartevents,224192,Pulsus Paradoxus,valuenum,76,46,0.005735660847880299
labevents::50949::Immunoglobulin A::valuenum,labevents,50949,Immunoglobulin A,valuenum,47,46,0.005735660847880299
labevents::50925::Folate::valuenum,labevents,50925,Folate,valuenum,46,46,0.005735660847880299
labevents::51117::Macrophage::valuenum,labevents,51117,Macrophage,valuenum,46,46,0.005735660847880299
chartevents::228640::EtCO2::valuenum,chartevents,228640,EtCO2,valuenum,252,45,0.005610972568578554
chartevents::227359::Tunneled (Hickman) Dressing Occlusive::valuenum,chartevents,227359,Tunneled (Hickman) Dressing Occlusive,valuenum,173,45,0.005610972568578554
chartevents::225989::Pericardial Drain Aspiration::valuenum,chartevents,225989,Pericardial Drain Aspiration,valuenum,117,44,0.005486284289276808
labevents::52264::Lymphs::valuenum,labevents,52264,Lymphs,valuenum,53,44,0.005486284289276808
labevents::52272::Monocytes::valuenum,labevents,52272,Monocytes,valuenum,53,44,0.005486284289276808
labevents::52281::Polys::valuenum,labevents,52281,Polys,valuenum,53,44,0.005486284289276808
"labevents::52286::Total Nucleated Cells, CSF::valuenum",labevents,52286,"Total Nucleated Cells, CSF",valuenum,53,44,0.005486284289276808
chartevents::225990::Pericardial Drain Flush::valuenum,chartevents,225990,Pericardial Drain Flush,valuenum,122,43,0.005361596009975062
chartevents::224927::Impaired Skin Odor #6::valuenum,chartevents,224927,Impaired Skin Odor #6,valuenum,114,43,0.005361596009975062
"labevents::51802::Total Protein, CSF::valuenum",labevents,51802,"Total Protein, CSF",valuenum,43,43,0.005361596009975062
labevents::51428::Macrophage::valuenum,labevents,51428,Macrophage,valuenum,43,42,0.005236907730673317
"labevents::51422::Hematocrit, Other Fluid::valuenum",labevents,51422,"Hematocrit, Other Fluid",valuenum,42,42,0.005236907730673317
chartevents::224896::Impaired Skin Depth #3::valuenum,chartevents,224896,Impaired Skin Depth #3,valuenum,104,41,0.005112219451371571
"labevents::52285::RBC, CSF::valuenum",labevents,52285,"RBC, CSF",valuenum,50,41,0.005112219451371571
"labevents::51790::Glucose, CSF::valuenum",labevents,51790,"Glucose, CSF",valuenum,41,41,0.005112219451371571
chartevents::228373::Passive Leg Raise Performed::valuenum,chartevents,228373,Passive Leg Raise Performed,valuenum,59,40,0.004987531172069825
"labevents::50849::Total Protein, Ascites::valuenum",labevents,50849,"Total Protein, Ascites",valuenum,40,40,0.004987531172069825
chartevents::228369::Cardiac Output (CO NICOM)::valuenum,chartevents,228369,Cardiac Output (CO NICOM),valuenum,115,39,0.00486284289276808
chartevents::228374::Stroke Volume (SV NICOM)::valuenum,chartevents,228374,Stroke Volume (SV NICOM),valuenum,111,39,0.00486284289276808
labevents::50866::Ammonia::valuenum,labevents,50866,Ammonia,valuenum,40,39,0.00486284289276808
chartevents::226121::Tunneled (Hickman) placed in outside facility::valuenum,chartevents,226121,Tunneled (Hickman) placed in outside facility,valuenum,151,38,0.004738154613466334
chartevents::228376::Stroke Volume Variation (SVV NICOM)::valuenum,chartevents,228376,Stroke Volume Variation (SVV NICOM),valuenum,87,38,0.004738154613466334
labevents::51148::Blasts::valuenum,labevents,51148,Blasts,valuenum,41,38,0.004738154613466334
chartevents::229355::Absolute Neutrophil Count::valuenum,chartevents,229355,Absolute Neutrophil Count,valuenum,39,38,0.004738154613466334
"labevents::51445::Hematocrit, Pleural::valuenum",labevents,51445,"Hematocrit, Pleural",valuenum,39,38,0.004738154613466334
chartevents::228611::Pressure Ulcer #2- Depth::valuenum,chartevents,228611,Pressure Ulcer #2- Depth,valuenum,111,37,0.0046134663341645885
labevents::50805::Carboxyhemoglobin::valuenum,labevents,50805,Carboxyhemoglobin,valuenum,37,36,0.004488778054862843
"labevents::51052::Creatinine, Pleural::valuenum",labevents,51052,"Creatinine, Pleural",valuenum,37,36,0.004488778054862843
"labevents::51060::Triglycerides, Pleural::valuenum",labevents,51060,"Triglycerides, Pleural",valuenum,36,36,0.004488778054862843
labevents::51501::Transitional Epithelial Cells::valuenum,labevents,51501,Transitional Epithelial Cells,valuenum,35,35,0.004364089775561097
chartevents::228370::CO / CI Change::valuenum,chartevents,228370,CO / CI Change,valuenum,41,34,0.004239401496259352
chartevents::228377::SVI Change::valuenum,chartevents,228377,SVI Change,valuenum,41,34,0.004239401496259352
labevents::50915::D-Dimer::valuenum,labevents,50915,D-Dimer,valuenum,35,33,0.004114713216957606
labevents::51288::Sedimentation Rate::valuenum,labevents,51288,Sedimentation Rate,valuenum,33,33,0.004114713216957606
labevents::51118::Mesothelial Cell::valuenum,labevents,51118,Mesothelial Cell,valuenum,33,33,0.004114713216957606
chartevents::229079::Pain Controlled::valuenum,chartevents,229079,Pain Controlled,valuenum,36,32,0.00399002493765586
chartevents::220580::Ammonia::valuenum,chartevents,220580,Ammonia,valuenum,34,32,0.00399002493765586
chartevents::224418::Cuff Volume (mL)::valuenum,chartevents,224418,Cuff Volume (mL),valuenum,47,31,0.0038653366583541147
labevents::50927::Gamma Glutamyltransferase::valuenum,labevents,50927,Gamma Glutamyltransferase,valuenum,31,31,0.0038653366583541147
chartevents::220088::Cardiac Output (thermodilution)::valuenum,chartevents,220088,Cardiac Output (thermodilution),valuenum,81,30,0.003740648379052369
chartevents::224919::Impaired Skin Length #5::valuenum,chartevents,224919,Impaired Skin Length #5,valuenum,76,30,0.003740648379052369
chartevents::225636::D-Dimer::valuenum,chartevents,225636,D-Dimer,valuenum,31,30,0.003740648379052369
chartevents::227727::AVA Line placed in outside facility::valuenum,chartevents,227727,AVA Line placed in outside facility,valuenum,80,29,0.0036159600997506237
chartevents::224954::Impaired Skin Width #5::valuenum,chartevents,224954,Impaired Skin Width #5,valuenum,71,29,0.0036159600997506237
chartevents::220507::Activated Clotting Time::valuenum,chartevents,220507,Activated Clotting Time,valuenum,102,28,0.003491271820448878
chartevents::227723::AVA Dressing Occlusive::valuenum,chartevents,227723,AVA Dressing Occlusive,valuenum,80,28,0.003491271820448878
labevents::50814::Methemoglobin::valuenum,labevents,50814,Methemoglobin,valuenum,29,28,0.003491271820448878
"labevents::50842::Glucose, Ascites::valuenum",labevents,50842,"Glucose, Ascites",valuenum,28,28,0.003491271820448878
chartevents::229247::Trans Membrane Pressure::valuenum,chartevents,229247,Trans Membrane Pressure,valuenum,422,27,0.003366583541147132
chartevents::229248::Pressure Drop::valuenum,chartevents,229248,Pressure Drop,valuenum,402,27,0.003366583541147132
chartevents::224965::Pressure Ulcer Stage #2::valuenum,chartevents,224965,Pressure Ulcer Stage #2,valuenum,87,27,0.003366583541147132
chartevents::224920::Impaired Skin Length #6::valuenum,chartevents,224920,Impaired Skin Length #6,valuenum,75,27,0.003366583541147132
chartevents::224955::Impaired Skin Width #6::valuenum,chartevents,224955,Impaired Skin Width #6,valuenum,75,27,0.003366583541147132
chartevents::228775::Pressure ulcer #3- Odor::valuenum,chartevents,228775,Pressure ulcer #3- Odor,valuenum,39,27,0.003366583541147132
chartevents::227470::Sed Rate::valuenum,chartevents,227470,Sed Rate,valuenum,27,27,0.003366583541147132
labevents::50980::Rheumatoid Factor::valuenum,labevents,50980,Rheumatoid Factor,valuenum,27,27,0.003366583541147132
"labevents::51438::RBC, Other Fluid::valuenum",labevents,51438,"RBC, Other Fluid",valuenum,27,27,0.003366583541147132
chartevents::227353::Trauma Line Dressing Occlusive::valuenum,chartevents,227353,Trauma Line Dressing Occlusive,valuenum,49,26,0.0032418952618453864
labevents::51434::Other Cell::valuenum,labevents,51434,Other Cell,valuenum,28,26,0.0032418952618453864
labevents::51419::Eosinophils::valuenum,labevents,51419,Eosinophils,valuenum,26,26,0.0032418952618453864
chartevents::227812::Medication Infusion Rate - Adjunctive Pain Management::valuenum,chartevents,227812,Medication Infusion Rate - Adjunctive Pain Management,valuenum,100,25,0.003117206982543641
chartevents::225771::Sheath Zero/Calibrate::valuenum,chartevents,225771,Sheath Zero/Calibrate,valuenum,30,25,0.003117206982543641
labevents::51564::ARCH-1::valuenum,labevents,51564,ARCH-1,valuenum,25,25,0.003117206982543641
chartevents::228382::Total Peripheral Resistance Index (TPRI) (NICOM)::valuenum,chartevents,228382,Total Peripheral Resistance Index (TPRI) (NICOM),valuenum,64,24,0.0029925187032418953
chartevents::226119::Trauma Line placed in outside facility::valuenum,chartevents,226119,Trauma Line placed in outside facility,valuenum,43,24,0.0029925187032418953
chartevents::228623::Pressure Ulcer #4- Width::valuenum,chartevents,228623,Pressure Ulcer #4- Width,valuenum,38,24,0.0029925187032418953
chartevents::228726::Pressure ulcer #4- Length::valuenum,chartevents,228726,Pressure ulcer #4- Length,valuenum,38,24,0.0029925187032418953
labevents::51259::Other Cells::valuenum,labevents,51259,Other Cells,valuenum,29,24,0.0029925187032418953
labevents::51008::Valproic Acid::valuenum,labevents,51008,Valproic Acid,valuenum,27,23,0.0028678304239401495
labevents::50929::Gentamicin::valuenum,labevents,50929,Gentamicin,valuenum,27,23,0.0028678304239401495
chartevents::224359::QTc::valuenum,chartevents,224359,QTc,valuenum,24,23,0.0028678304239401495
"labevents::50835::Albumin, Ascites::valuenum",labevents,50835,"Albumin, Ascites",valuenum,23,23,0.0028678304239401495
"labevents::50843::Lactate Dehydrogenase, Ascites::valuenum",labevents,50843,"Lactate Dehydrogenase, Ascites",valuenum,23,23,0.0028678304239401495
chartevents::226329::Blood Temperature CCO (C)::valuenum,chartevents,226329,Blood Temperature CCO (C),valuenum,268,22,0.002743142144638404
chartevents::225807::Volume Out (PD)::valuenum,chartevents,225807,Volume Out (PD),valuenum,78,22,0.002743142144638404
chartevents::224928::Impaired Skin Odor #7::valuenum,chartevents,224928,Impaired Skin Odor #7,valuenum,72,22,0.002743142144638404
labevents::50914::Cyclosporin::valuenum,labevents,50914,Cyclosporin,valuenum,25,22,0.002743142144638404
labevents::50966::Phenobarbital::valuenum,labevents,50966,Phenobarbital,valuenum,24,22,0.002743142144638404
"labevents::51095::Phosphate, Urine::valuenum",labevents,51095,"Phosphate, Urine",valuenum,22,22,0.002743142144638404
labevents::50864::Alpha-Fetoprotein::valuenum,labevents,50864,Alpha-Fetoprotein,valuenum,22,22,0.002743142144638404
chartevents::224897::Impaired Skin Depth #4::valuenum,chartevents,224897,Impaired Skin Depth #4,valuenum,51,21,0.0026184538653366584
chartevents::224172::MDI #2 Puff::valuenum,chartevents,224172,MDI #2 Puff,valuenum,28,21,0.0026184538653366584
chartevents::227441::LDL measured::valuenum,chartevents,227441,LDL measured,valuenum,21,21,0.0026184538653366584
chartevents::225806::Volume In (PD)::valuenum,chartevents,225806,Volume In (PD),valuenum,78,20,0.0024937655860349127
chartevents::227460::Phenobarbital::valuenum,chartevents,227460,Phenobarbital,valuenum,22,20,0.0024937655860349127
labevents::51297::Thrombin::valuenum,labevents,51297,Thrombin,valuenum,22,20,0.0024937655860349127
labevents::50900::Carcinoembyronic Antigen (CEA)::valuenum,labevents,50900,Carcinoembyronic Antigen (CEA),valuenum,20,20,0.0024937655860349127
labevents::50891::C4::valuenum,labevents,50891,C4,valuenum,20,20,0.0024937655860349127
labevents::51130::Absolute CD3 Count::valuenum,labevents,51130,Absolute CD3 Count,valuenum,20,20,0.0024937655860349127
labevents::51131::Absolute CD4 Count::valuenum,labevents,51131,Absolute CD4 Count,valuenum,20,20,0.0024937655860349127
labevents::51132::Absolute CD8 Count::valuenum,labevents,51132,Absolute CD8 Count,valuenum,20,20,0.0024937655860349127
"labevents::51176::CD3 Cells, Percent::valuenum",labevents,51176,"CD3 Cells, Percent",valuenum,20,20,0.0024937655860349127
"labevents::51180::CD4 Cells, Percent::valuenum",labevents,51180,"CD4 Cells, Percent",valuenum,20,20,0.0024937655860349127
labevents::51181::CD4/CD8 Ratio::valuenum,labevents,51181,CD4/CD8 Ratio,valuenum,20,20,0.0024937655860349127
"labevents::51194::CD8 Cells, Percent::valuenum",labevents,51194,"CD8 Cells, Percent",valuenum,20,20,0.0024937655860349127
"labevents::51245::Lymphocytes, Percent::valuenum",labevents,51245,"Lymphocytes, Percent",valuenum,20,20,0.0024937655860349127
labevents::51300::WBC Count::valuenum,labevents,51300,WBC Count,valuenum,20,20,0.0024937655860349127
labevents::52769::Absolute Lymphocyte Count::valuenum,labevents,52769,Absolute Lymphocyte Count,valuenum,20,20,0.0024937655860349127
chartevents::227469::Thrombin::valuenum,chartevents,227469,Thrombin,valuenum,21,19,0.002369077306733167
"labevents::51284::Reticulocyte Count, Manual::valuenum",labevents,51284,"Reticulocyte Count, Manual",valuenum,20,19,0.002369077306733167
labevents::50997::Tobramycin::valuenum,labevents,50997,Tobramycin,valuenum,20,19,0.002369077306733167
chartevents::224421::Spont Vt::valuenum,chartevents,224421,Spont Vt,valuenum,19,19,0.002369077306733167
labevents::50974::Prostate Specific Antigen::valuenum,labevents,50974,Prostate Specific Antigen,valuenum,19,19,0.002369077306733167
labevents::50890::C3::valuenum,labevents,50890,C3,valuenum,19,19,0.002369077306733167
labevents::50965::Parathyroid Hormone::valuenum,labevents,50965,Parathyroid Hormone,valuenum,19,19,0.002369077306733167
labevents::51663::HPE7::valuenum,labevents,51663,HPE7,valuenum,19,19,0.002369077306733167
"labevents::50906::Cholesterol, LDL, Measured::valuenum",labevents,50906,"Cholesterol, LDL, Measured",valuenum,19,19,0.002369077306733167
chartevents::224842::Cardiac Output (CCO)::valuenum,chartevents,224842,Cardiac Output (CCO),valuenum,159,18,0.0022443890274314216
chartevents::228381::Total Peripheral Resistance (TPR) (NICOM)::valuenum,chartevents,228381,Total Peripheral Resistance (TPR) (NICOM),valuenum,56,18,0.0022443890274314216
chartevents::224419::Negative Insp. Force::valuenum,chartevents,224419,Negative Insp. Force,valuenum,38,18,0.0022443890274314216
labevents::52266::Macrophage::valuenum,labevents,52266,Macrophage,valuenum,20,18,0.0022443890274314216
chartevents::224422::Spont RR::valuenum,chartevents,224422,Spont RR,valuenum,18,18,0.0022443890274314216
labevents::52005::UTX2::valuenum,labevents,52005,UTX2,valuenum,18,18,0.0022443890274314216
labevents::52006::UTX3::valuenum,labevents,52006,UTX3,valuenum,18,18,0.0022443890274314216
labevents::52007::UTX4::valuenum,labevents,52007,UTX4,valuenum,18,18,0.0022443890274314216
labevents::52008::UTX5::valuenum,labevents,52008,UTX5,valuenum,18,18,0.0022443890274314216
labevents::52009::UTX6::valuenum,labevents,52009,UTX6,valuenum,18,18,0.0022443890274314216
labevents::52010::UTX7::valuenum,labevents,52010,UTX7,valuenum,18,18,0.0022443890274314216
chartevents::225810::Dwell Time (Peritoneal Dialysis)::valuenum,chartevents,225810,Dwell Time (Peritoneal Dialysis),valuenum,33,17,0.002119700748129676
labevents::51269::Promyelocytes::valuenum,labevents,51269,Promyelocytes,valuenum,19,17,0.002119700748129676
labevents::50922::Ethanol::valuenum,labevents,50922,Ethanol,valuenum,17,17,0.002119700748129676
labevents::52004::UTX1::valuenum,labevents,52004,UTX1,valuenum,17,17,0.002119700748129676
chartevents::224420::Vital Cap::valuenum,chartevents,224420,Vital Cap,valuenum,27,16,0.00199501246882793
chartevents::228776::Pressure ulcer #4- Odor::valuenum,chartevents,228776,Pressure ulcer #4- Odor,valuenum,21,16,0.00199501246882793
"labevents::51077::Calcium, Urine::valuenum",labevents,51077,"Calcium, Urine",valuenum,16,16,0.00199501246882793
labevents::51454::Plasma Cells::valuenum,labevents,51454,Plasma Cells,valuenum,16,16,0.00199501246882793
labevents::51123::Other::valuenum,labevents,51123,Other,valuenum,16,16,0.00199501246882793
labevents::51429::Mesothelial cells::valuenum,labevents,51429,Mesothelial cells,valuenum,16,16,0.00199501246882793
chartevents::224178::Small Volume Neb Dose #2::valuenum,chartevents,224178,Small Volume Neb Dose #2,valuenum,23,15,0.0018703241895261845
chartevents::227451::Tobramycin (Random)::valuenum,chartevents,227451,Tobramycin (Random),valuenum,16,15,0.0018703241895261845
chartevents::227447::Gentamicin (Random)::valuenum,chartevents,227447,Gentamicin (Random),valuenum,15,15,0.0018703241895261845
labevents::50853::25-OH Vitamin D::valuenum,labevents,50853,25-OH Vitamin D,valuenum,15,15,0.0018703241895261845
labevents::51657::HPE1::valuenum,labevents,51657,HPE1,valuenum,15,15,0.0018703241895261845
labevents::51659::HPE3::valuenum,labevents,51659,HPE3,valuenum,15,15,0.0018703241895261845
chartevents::224966::Pressure Ulcer Stage #3::valuenum,chartevents,224966,Pressure Ulcer Stage #3,valuenum,55,14,0.001745635910224439
chartevents::224921::Impaired Skin Length #7::valuenum,chartevents,224921,Impaired Skin Length #7,valuenum,43,14,0.001745635910224439
chartevents::224956::Impaired Skin Width #7::valuenum,chartevents,224956,Impaired Skin Width #7,valuenum,43,14,0.001745635910224439
chartevents::227581::BiPap bpm (S/T -Back up)::valuenum,chartevents,227581,BiPap bpm (S/T -Back up),valuenum,25,14,0.001745635910224439
chartevents::225725::Dialysis Catheter Tip Cultured::valuenum,chartevents,225725,Dialysis Catheter Tip Cultured,valuenum,22,14,0.001745635910224439
labevents::50856::Acetaminophen::valuenum,labevents,50856,Acetaminophen,valuenum,16,14,0.001745635910224439
"labevents::50836::Amylase, Ascites::valuenum",labevents,50836,"Amylase, Ascites",valuenum,15,14,0.001745635910224439
"labevents::51088::Magnesium, Urine::valuenum",labevents,51088,"Magnesium, Urine",valuenum,14,14,0.001745635910224439
chartevents::228162::Impella Catheter Position::valuenum,chartevents,228162,Impella Catheter Position,valuenum,51,13,0.0016209476309226932
chartevents::229476::PICC Line Power PICC::valuenum,chartevents,229476,PICC Line Power PICC,valuenum,17,13,0.0016209476309226932
labevents::51087::Length of Urine Collection::valuenum,labevents,51087,Length of Urine Collection,valuenum,14,13,0.0016209476309226932
labevents::51094::pH::valuenum,labevents,51094,pH,valuenum,14,13,0.0016209476309226932
labevents::51108::Urine Volume::valuenum,labevents,51108,Urine Volume,valuenum,14,13,0.0016209476309226932
labevents::51218::Granulocyte Count::valuenum,labevents,51218,Granulocyte Count,valuenum,14,13,0.0016209476309226932
labevents::50978::Rapamycin::valuenum,labevents,50978,Rapamycin,valuenum,14,13,0.0016209476309226932
labevents::51440::Atypical Lymphocytes::valuenum,labevents,51440,Atypical Lymphocytes,valuenum,13,13,0.0016209476309226932
chartevents::228151::Aortic Pressure Signal - Diastolic::valuenum,chartevents,228151,Aortic Pressure Signal - Diastolic,valuenum,216,12,0.0014962593516209476
chartevents::228152::Aortic Pressure Signal - Systolic::valuenum,chartevents,228152,Aortic Pressure Signal - Systolic,valuenum,216,12,0.0014962593516209476
chartevents::228154::Flow Rate (Impella)::valuenum,chartevents,228154,Flow Rate (Impella),valuenum,216,12,0.0014962593516209476
chartevents::228158::Purge Pressure::valuenum,chartevents,228158,Purge Pressure,valuenum,216,12,0.0014962593516209476
chartevents::228159::Purge Solution Flow Rate::valuenum,chartevents,228159,Purge Solution Flow Rate,valuenum,216,12,0.0014962593516209476
chartevents::229311::Motor Current (mA) High::valuenum,chartevents,229311,Motor Current (mA) High,valuenum,216,12,0.0014962593516209476
chartevents::229312::Motor Current (mA) Low::valuenum,chartevents,229312,Motor Current (mA) Low,valuenum,215,12,0.0014962593516209476
chartevents::228157::Placement Monitoring Screen::valuenum,chartevents,228157,Placement Monitoring Screen,valuenum,211,12,0.0014962593516209476
chartevents::228318::Shivering Assessment::valuenum,chartevents,228318,Shivering Assessment,valuenum,51,12,0.0014962593516209476
chartevents::225959::Medication Added Amount  #1 (Peritoneal Dialysis)::valuenum,chartevents,225959,Medication Added Amount  #1 (Peritoneal Dialysis),valuenum,39,12,0.0014962593516209476
chartevents::228102::Enema administration::valuenum,chartevents,228102,Enema administration,valuenum,14,12,0.0014962593516209476
labevents::51441::Bands::valuenum,labevents,51441,Bands,valuenum,12,12,0.0014962593516209476
"labevents::51069::Albumin, Urine::valuenum",labevents,51069,"Albumin, Urine",valuenum,12,12,0.0014962593516209476
"labevents::51070::Albumin/Creatinine, Urine::valuenum",labevents,51070,"Albumin/Creatinine, Urine",valuenum,12,12,0.0014962593516209476
labevents::51471::Cellular Cast::valuenum,labevents,51471,Cellular Cast,valuenum,12,12,0.0014962593516209476
chartevents::228167::Impella Dressing Occlusive::valuenum,chartevents,228167,Impella Dressing Occlusive,valuenum,35,11,0.001371571072319202
labevents::51067::24 hr Creatinine::valuenum,labevents,51067,24 hr Creatinine,valuenum,12,11,0.001371571072319202
labevents::50957::Lithium::valuenum,labevents,50957,Lithium,valuenum,12,11,0.001371571072319202
chartevents::229379::Swallow Eval::valuenum,chartevents,229379,Swallow Eval,valuenum,11,11,0.001371571072319202
labevents::51276::Quantitative G6PD::valuenum,labevents,51276,Quantitative G6PD,valuenum,11,11,0.001371571072319202
"labevents::50838::Bilirubin, Total, Ascites::valuenum",labevents,50838,"Bilirubin, Total, Ascites",valuenum,11,11,0.001371571072319202
chartevents::226135::14 Gauge placed in outside facility::valuenum,chartevents,226135,14 Gauge placed in outside facility,valuenum,36,10,0.0012468827930174563
chartevents::227365::14 Gauge Dressing Occlusive::valuenum,chartevents,227365,14 Gauge Dressing Occlusive,valuenum,36,10,0.0012468827930174563
chartevents::224839::Temporary Pacemaker Wires Atrial::valuenum,chartevents,224839,Temporary Pacemaker Wires Atrial,valuenum,27,10,0.0012468827930174563
chartevents::224967::Pressure Ulcer Stage #4::valuenum,chartevents,224967,Pressure Ulcer Stage #4,valuenum,22,10,0.0012468827930174563
chartevents::228613::Pressure Ulcer #4- Depth::valuenum,chartevents,228613,Pressure Ulcer #4- Depth,valuenum,13,10,0.0012468827930174563
chartevents::225692::Total Granulocyte Count (TGC)::valuenum,chartevents,225692,Total Granulocyte Count (TGC),valuenum,11,10,0.0012468827930174563
labevents::51625::Free Kappa::valuenum,labevents,51625,Free Kappa,valuenum,10,10,0.0012468827930174563
